<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GAZP,60,20171220,100000,133.9600000,134.3300000,133.5100000,133.5900000,1621680
GAZP,60,20171220,110000,133.7100000,133.9900000,133.3000000,133.6500000,3220990
GAZP,60,20171220,120000,133.6600000,134.0000000,132.8100000,132.8300000,2733940
GAZP,60,20171220,130000,132.8300000,133.3200000,132.5000000,133.0000000,2544430
GAZP,60,20171220,140000,133.0300000,133.4000000,132.3500000,133.2900000,3171260
GAZP,60,20171220,150000,133.3400000,133.5700000,132.8700000,133.0100000,1982450
GAZP,60,20171220,160000,133.0100000,133.3600000,132.8900000,132.9500000,1849830
GAZP,60,20171220,170000,132.9500000,133.2400000,132.6800000,133.1500000,2052490
GAZP,60,20171220,180000,133.1500000,133.2100000,132.5000000,132.5000000,4700410
GAZP,60,20171221,100000,133.0000000,133.4700000,132.8200000,133.2000000,3690860
GAZP,60,20171221,110000,133.1600000,133.2800000,132.6800000,132.6900000,4103160
GAZP,60,20171221,120000,132.7500000,132.9900000,132.5200000,132.5900000,2052720
GAZP,60,20171221,130000,132.5500000,132.6200000,131.5300000,131.9000000,5061210
GAZP,60,20171221,140000,131.8700000,131.9900000,131.2500000,131.7800000,3852720
GAZP,60,20171221,150000,131.7400000,132.1700000,131.5900000,131.7200000,8171860
GAZP,60,20171221,160000,131.7200000,131.9500000,130.2000000,130.5000000,5864110
GAZP,60,20171221,170000,130.5000000,131.1100000,130.4500000,130.8900000,3254570
GAZP,60,20171221,180000,130.8700000,131.7200000,130.8300000,131.7000000,3200200
GAZP,60,20171222,100000,132.1500000,132.5800000,131.6900000,131.8000000,1962460
GAZP,60,20171222,110000,131.8000000,132.1500000,131.5200000,132.1200000,3310150
GAZP,60,20171222,120000,132.1200000,133.4800000,132.0800000,132.9100000,3161050
GAZP,60,20171222,130000,132.9200000,133.1300000,132.3800000,132.4500000,1189260
GAZP,60,20171222,140000,132.4500000,132.7000000,132.2400000,132.4900000,1328080
GAZP,60,20171222,150000,132.4500000,132.5000000,131.0500000,131.6900000,2488110
GAZP,60,20171222,160000,131.6700000,132.1200000,131.5600000,131.8200000,711860
GAZP,60,20171222,170000,131.7900000,132.3600000,131.7900000,132.3000000,633250
GAZP,60,20171222,180000,132.3100000,132.4200000,131.7500000,132.4200000,1766430
GAZP,60,20171225,100000,132.7200000,132.9800000,132.2200000,132.7100000,1137630
GAZP,60,20171225,110000,132.7100000,133.1900000,132.6100000,132.6400000,1159030
GAZP,60,20171225,120000,132.6800000,132.8700000,132.3200000,132.4600000,468850
GAZP,60,20171225,130000,132.4800000,132.6000000,132.1700000,132.1800000,455720
GAZP,60,20171225,140000,132.2200000,132.4200000,132.0100000,132.0400000,423220
GAZP,60,20171225,150000,132.0200000,132.0900000,131.8000000,131.8800000,586840
GAZP,60,20171225,160000,131.9100000,132.1500000,131.8500000,132.0100000,290920
GAZP,60,20171225,170000,132.0300000,132.1200000,131.8000000,132.0000000,558730
GAZP,60,20171225,180000,132.0000000,132.3100000,131.9600000,131.9600000,577750
GAZP,60,20171226,100000,132.2300000,132.4400000,131.1200000,131.2300000,1554960
GAZP,60,20171226,110000,131.2200000,131.3400000,131.0400000,131.2600000,795270
GAZP,60,20171226,120000,131.2000000,131.2300000,130.6000000,130.7600000,1053490
GAZP,60,20171226,130000,130.7700000,131.0700000,130.3700000,130.4300000,1369750
GAZP,60,20171226,140000,130.4400000,130.4500000,129.6200000,130.1000000,2285010
GAZP,60,20171226,150000,130.1000000,130.3900000,129.9000000,130.3500000,964260
GAZP,60,20171226,160000,130.3600000,131.0500000,130.2300000,130.8800000,1496050
GAZP,60,20171226,170000,130.9200000,131.0600000,130.6600000,130.7000000,876640
GAZP,60,20171226,180000,130.7600000,131.6000000,130.7600000,131.2000000,2369730
GAZP,60,20171227,100000,131.2900000,131.6200000,130.6200000,130.6200000,1246330
GAZP,60,20171227,110000,130.6300000,131.8800000,130.4500000,131.8800000,2770120
GAZP,60,20171227,120000,131.8800000,131.9900000,131.3500000,131.5700000,1419920
GAZP,60,20171227,130000,131.5900000,132.2300000,131.4600000,131.9200000,1774650
GAZP,60,20171227,140000,131.9300000,132.0000000,131.3500000,131.5200000,1159100
GAZP,60,20171227,150000,131.5300000,131.7900000,131.4000000,131.4000000,915530
GAZP,60,20171227,160000,131.4400000,131.5000000,130.9700000,131.2300000,2117770
GAZP,60,20171227,170000,131.2400000,131.3900000,130.7500000,131.2000000,2003050
GAZP,60,20171227,180000,131.2200000,131.3400000,130.7200000,130.9900000,2550990
GAZP,60,20171228,100000,130.8800000,131.2000000,130.5600000,130.7100000,977670
GAZP,60,20171228,110000,130.6700000,130.8000000,130.3300000,130.5900000,1423980
GAZP,60,20171228,120000,130.5900000,130.7000000,130.2500000,130.4100000,1678640
GAZP,60,20171228,130000,130.3700000,130.7000000,130.3100000,130.4200000,709750
GAZP,60,20171228,140000,130.4900000,130.9500000,130.4100000,130.8200000,1790050
GAZP,60,20171228,150000,130.7600000,131.2000000,130.5200000,130.8400000,2690600
GAZP,60,20171228,160000,130.8900000,131.0800000,129.8900000,129.9800000,2031880
GAZP,60,20171228,170000,129.9300000,130.4200000,129.8100000,130.4000000,2386260
GAZP,60,20171228,180000,130.3900000,130.5500000,130.1000000,130.5300000,2583060
GAZP,60,20171229,100000,130.4200000,130.9300000,129.8900000,130.6800000,1156450
GAZP,60,20171229,110000,130.7100000,130.8000000,129.6500000,129.7000000,2395370
GAZP,60,20171229,120000,129.7400000,130.0000000,129.6600000,129.7500000,836830
GAZP,60,20171229,130000,129.7500000,129.8700000,129.3600000,129.4600000,1913920
GAZP,60,20171229,140000,129.4600000,129.8500000,129.4000000,129.4000000,875210
GAZP,60,20171229,150000,129.4000000,129.4200000,128.8600000,129.1200000,2944080
GAZP,60,20171229,160000,129.1200000,130.1400000,129.0400000,129.8400000,1359880
GAZP,60,20171229,170000,129.8800000,130.6400000,129.8200000,129.9800000,2896470
GAZP,60,20171229,180000,129.9900000,130.5000000,129.7400000,130.5000000,1907060
GAZP,60,20180103,100000,131.0300000,131.7500000,130.6300000,131.4000000,1340340
GAZP,60,20180103,110000,131.3500000,131.8700000,131.2000000,131.2100000,2506980
GAZP,60,20180103,120000,131.2700000,131.6600000,131.0500000,131.4600000,640520
GAZP,60,20180103,130000,131.4500000,131.5800000,131.1900000,131.3200000,719870
GAZP,60,20180103,140000,131.3200000,131.6000000,130.9200000,131.0100000,658470
GAZP,60,20180103,150000,131.0100000,131.1700000,130.6700000,130.9900000,712620
GAZP,60,20180103,160000,131.0000000,131.7500000,130.9600000,131.5500000,994400
GAZP,60,20180103,170000,131.5700000,131.7500000,131.4500000,131.6100000,697170
GAZP,60,20180103,180000,131.6100000,132.2000000,131.5600000,132.2000000,2251700
GAZP,60,20180104,100000,132.5000000,133.2400000,132.3000000,132.7500000,2695830
GAZP,60,20180104,110000,132.7700000,134.7700000,132.7300000,134.5500000,4825570
GAZP,60,20180104,120000,134.5900000,135.4300000,134.2600000,135.2200000,6644670
GAZP,60,20180104,130000,135.2400000,135.8000000,134.9500000,135.3300000,2833130
GAZP,60,20180104,140000,135.3300000,135.4900000,135.0300000,135.4200000,2351750
GAZP,60,20180104,150000,135.4200000,135.8900000,135.3800000,135.8800000,1685310
GAZP,60,20180104,160000,135.8800000,136.0000000,135.1500000,135.5100000,3776720
GAZP,60,20180104,170000,135.5800000,136.2000000,135.5500000,135.9600000,3923490
GAZP,60,20180104,180000,135.9700000,136.0600000,135.3900000,135.8900000,3355830
GAZP,60,20180105,100000,135.8000000,136.1800000,135.0800000,135.1100000,2135900
GAZP,60,20180105,110000,135.1600000,136.8400000,135.1600000,136.5700000,5139690
GAZP,60,20180105,120000,136.6000000,136.9400000,135.8700000,136.1800000,2780640
GAZP,60,20180105,130000,136.2000000,136.4100000,136.0500000,136.2500000,1045510
GAZP,60,20180105,140000,136.2900000,136.8400000,136.1700000,136.6900000,1726480
GAZP,60,20180105,150000,136.7000000,136.8300000,136.5100000,136.5400000,905410
GAZP,60,20180105,160000,136.6100000,136.7700000,136.3300000,136.6500000,1120670
GAZP,60,20180105,170000,136.7100000,136.9900000,136.5500000,136.8100000,2179370
GAZP,60,20180105,180000,136.8400000,137.1200000,136.4800000,137.1200000,2931430
GAZP,60,20180109,100000,138.0000000,138.4900000,137.6000000,138.2700000,6760620
GAZP,60,20180109,110000,138.2800000,141.0600000,138.2700000,140.7800000,13901470
GAZP,60,20180109,120000,140.7700000,141.3500000,140.3400000,140.8200000,5891740
GAZP,60,20180109,130000,140.8300000,141.1000000,140.4600000,140.6800000,3193380
GAZP,60,20180109,140000,140.7000000,140.8500000,140.4700000,140.4900000,1992870
GAZP,60,20180109,150000,140.5000000,140.8400000,139.5000000,139.6000000,5203780
GAZP,60,20180109,160000,139.6000000,140.0000000,139.3100000,139.8000000,3364380
GAZP,60,20180109,170000,139.8000000,140.7400000,139.4700000,139.7900000,7244390
GAZP,60,20180109,180000,139.7900000,140.1700000,139.2400000,140.0000000,4652360
GAZP,60,20180110,100000,140.4900000,141.2500000,140.1000000,140.4600000,5913000
GAZP,60,20180110,110000,140.4500000,141.0600000,139.5800000,140.9000000,7078190
GAZP,60,20180110,120000,140.9000000,141.9500000,140.8000000,141.9400000,9191430
GAZP,60,20180110,130000,141.9300000,142.2500000,141.3700000,141.8600000,6300360
GAZP,60,20180110,140000,141.8600000,142.0000000,141.3900000,141.9400000,2535980
GAZP,60,20180110,150000,141.9200000,142.0800000,141.6400000,141.9500000,2685660
GAZP,60,20180110,160000,141.9200000,142.5600000,141.8300000,142.4800000,5741970
GAZP,60,20180110,170000,142.4800000,143.0700000,142.4000000,142.9100000,7420520
GAZP,60,20180110,180000,142.9100000,143.4300000,142.9100000,143.4300000,4889330
GAZP,60,20180111,100000,143.2300000,143.7500000,142.3100000,142.5500000,5336310
GAZP,60,20180111,110000,142.5900000,144.6000000,142.5100000,144.3000000,7645750
GAZP,60,20180111,120000,144.3000000,144.8000000,143.6100000,143.8600000,4758450
GAZP,60,20180111,130000,143.8300000,144.1900000,143.5000000,144.0000000,2108240
GAZP,60,20180111,140000,144.0000000,144.1500000,143.5600000,144.1200000,1510470
GAZP,60,20180111,150000,144.1200000,144.6000000,143.7100000,144.2100000,4307350
GAZP,60,20180111,160000,144.2600000,144.7000000,144.0700000,144.4600000,3891630
GAZP,60,20180111,170000,144.4600000,144.5000000,143.7600000,144.1200000,5116020
GAZP,60,20180111,180000,144.1200000,144.6400000,144.1200000,144.5800000,3897260
GAZP,60,20180112,100000,144.2100000,144.2500000,143.1400000,143.8800000,4141570
GAZP,60,20180112,110000,143.8800000,144.1700000,143.5600000,143.9700000,3108150
GAZP,60,20180112,120000,144.0000000,144.5400000,143.8100000,144.0000000,3782110
GAZP,60,20180112,130000,143.9600000,144.2600000,143.5500000,143.8700000,3726200
GAZP,60,20180112,140000,143.8100000,143.8800000,141.6400000,142.2500000,8455540
GAZP,60,20180112,150000,142.2400000,142.6400000,142.0600000,142.3800000,3455320
GAZP,60,20180112,160000,142.3900000,142.9500000,142.3000000,142.9500000,2674880
GAZP,60,20180112,170000,142.9200000,143.4000000,142.8300000,143.4000000,3354230
GAZP,60,20180112,180000,143.4000000,143.9900000,143.1500000,143.9900000,4062620
GAZP,60,20180115,100000,144.3300000,145.5000000,144.3300000,144.9700000,5170710
GAZP,60,20180115,110000,145.0100000,145.2300000,144.7600000,144.9500000,4073540
GAZP,60,20180115,120000,144.9500000,145.1200000,144.1300000,144.3800000,3580870
GAZP,60,20180115,130000,144.3200000,144.3900000,143.7000000,144.1600000,4246100
GAZP,60,20180115,140000,144.2100000,144.5500000,144.0500000,144.5300000,1367230
GAZP,60,20180115,150000,144.5200000,144.5500000,142.8800000,142.9000000,3363050
GAZP,60,20180115,160000,142.9100000,143.9000000,142.9000000,143.2000000,2277160
GAZP,60,20180115,170000,143.2000000,143.4300000,142.6500000,142.6500000,3165590
GAZP,60,20180115,180000,142.6500000,143.1000000,142.6000000,142.9900000,2792800
GAZP,60,20180116,100000,143.1600000,143.2900000,142.7100000,143.1400000,1563220
GAZP,60,20180116,110000,143.1800000,143.3800000,142.7000000,142.8200000,2792620
GAZP,60,20180116,120000,142.7900000,142.9400000,141.8900000,142.7000000,5488990
GAZP,60,20180116,130000,142.7000000,142.7000000,141.9700000,142.1700000,4854200
GAZP,60,20180116,140000,142.1500000,142.9900000,141.9700000,142.9700000,2496190
GAZP,60,20180116,150000,142.9500000,143.3300000,142.4300000,143.2200000,2393940
GAZP,60,20180116,160000,143.2000000,145.2600000,142.9800000,144.6300000,10250700
GAZP,60,20180116,170000,144.6100000,144.9200000,144.3000000,144.8800000,2534060
GAZP,60,20180116,180000,144.9200000,145.3500000,144.6700000,145.2900000,4608740
GAZP,60,20180117,100000,144.5100000,144.5100000,143.3100000,144.4200000,4330420
GAZP,60,20180117,110000,144.4100000,144.5000000,143.9400000,144.3800000,3680840
GAZP,60,20180117,120000,144.3800000,147.0900000,144.3700000,146.6300000,15090320
GAZP,60,20180117,130000,146.6300000,146.8300000,146.2800000,146.4700000,4609050
GAZP,60,20180117,140000,146.4900000,147.5000000,146.2700000,147.2200000,7444510
GAZP,60,20180117,150000,147.2500000,147.9800000,147.1700000,147.3500000,6981940
GAZP,60,20180117,160000,147.3100000,148.7600000,147.1100000,148.5300000,7163000
GAZP,60,20180117,170000,148.5300000,149.2000000,148.2600000,148.2900000,9885000
GAZP,60,20180117,180000,148.2700000,148.7300000,148.2300000,148.7000000,4903270
GAZP,60,20180118,100000,148.7900000,149.7800000,148.1300000,148.5200000,8634470
GAZP,60,20180118,110000,148.5100000,149.1900000,148.2700000,149.0000000,5704200
GAZP,60,20180118,120000,148.9900000,149.4600000,148.5900000,149.2100000,4990180
GAZP,60,20180118,130000,149.2100000,149.2500000,148.9100000,149.1500000,2643650
GAZP,60,20180118,140000,149.1000000,149.2900000,148.8000000,148.8800000,5154370
GAZP,60,20180118,150000,148.8800000,149.0500000,148.8000000,149.0500000,2944960
GAZP,60,20180118,160000,149.0500000,150.1700000,148.9000000,150.0600000,12087030
GAZP,60,20180118,170000,150.0600000,150.3000000,149.5500000,150.1800000,5354140
GAZP,60,20180118,180000,150.1800000,150.3500000,149.6500000,150.3500000,6344120
GAZP,60,20180119,100000,149.9400000,151.0000000,149.5600000,149.7000000,7190820
GAZP,60,20180119,110000,149.7500000,149.9700000,148.7000000,149.6600000,6564730
GAZP,60,20180119,120000,149.6200000,150.0000000,149.2500000,149.4500000,4425410
GAZP,60,20180119,130000,149.4300000,149.5600000,148.6000000,149.3100000,3323060
GAZP,60,20180119,140000,149.3100000,149.7700000,149.0000000,149.1200000,2128210
GAZP,60,20180119,150000,149.1200000,149.2000000,148.6000000,148.7400000,2560670
GAZP,60,20180119,160000,148.7100000,149.1200000,148.4000000,148.7000000,3227080
GAZP,60,20180119,170000,148.7500000,150.1700000,148.4100000,149.8900000,5445990
GAZP,60,20180119,180000,149.8900000,150.0000000,149.1300000,149.1300000,4130770
GAZP,60,20180122,100000,149.0900000,149.7900000,148.8500000,149.7000000,2519100
GAZP,60,20180122,110000,149.7300000,150.2200000,149.3700000,149.7800000,2451380
GAZP,60,20180122,120000,149.8000000,150.1500000,149.6900000,149.9700000,2806680
GAZP,60,20180122,130000,149.9900000,150.2000000,149.8100000,149.9900000,2887030
GAZP,60,20180122,140000,149.9900000,150.2000000,149.8100000,149.9100000,2810630
GAZP,60,20180122,150000,149.9000000,150.2000000,149.8100000,150.0400000,2443140
GAZP,60,20180122,160000,150.0600000,150.0600000,149.2100000,149.7000000,1719310
GAZP,60,20180122,170000,149.7200000,149.9900000,149.4200000,149.9300000,1330500
GAZP,60,20180122,180000,149.9400000,150.3000000,149.6900000,150.3000000,3777340
GAZP,60,20180123,100000,150.8000000,151.6500000,150.4700000,150.5300000,6219630
GAZP,60,20180123,110000,150.5300000,150.6500000,149.6100000,149.7000000,4415320
GAZP,60,20180123,120000,149.7400000,150.0000000,149.2800000,149.6600000,2137640
GAZP,60,20180123,130000,149.6400000,149.6500000,148.5300000,148.5900000,2639570
GAZP,60,20180123,140000,148.6400000,148.7000000,147.8300000,148.1300000,5655770
GAZP,60,20180123,150000,148.1700000,148.4900000,147.7100000,147.9500000,3603370
GAZP,60,20180123,160000,147.9500000,148.8500000,147.9500000,148.1800000,2370190
GAZP,60,20180123,170000,148.1600000,148.3700000,147.9600000,148.0400000,2898710
GAZP,60,20180123,180000,148.0700000,148.8000000,147.8500000,148.8000000,5820670
GAZP,60,20180124,100000,148.5100000,148.7600000,146.6000000,146.9600000,5685120
GAZP,60,20180124,110000,146.9400000,148.4500000,146.8100000,148.2600000,4233670
GAZP,60,20180124,120000,148.2400000,149.0800000,148.0500000,148.9500000,3301320
GAZP,60,20180124,130000,148.9500000,149.0000000,148.3800000,148.5900000,1589550
GAZP,60,20180124,140000,148.5800000,148.8500000,148.1100000,148.3600000,1495040
GAZP,60,20180124,150000,148.3600000,148.8700000,148.1000000,148.6500000,1825850
GAZP,60,20180124,160000,148.6800000,148.9300000,148.3600000,148.8100000,881680
GAZP,60,20180124,170000,148.8100000,149.5500000,148.6000000,149.3100000,3036180
GAZP,60,20180124,180000,149.3100000,149.7000000,149.1000000,149.7000000,2778160
GAZP,60,20180125,100000,150.0200000,151.3900000,149.5400000,149.9900000,6293010
GAZP,60,20180125,110000,149.9900000,150.2000000,149.6300000,149.8500000,6217780
GAZP,60,20180125,120000,149.8300000,151.0000000,149.8300000,150.8800000,7839650
GAZP,60,20180125,130000,150.8800000,150.9000000,150.2300000,150.5100000,3616070
GAZP,60,20180125,140000,150.5300000,150.7800000,150.1400000,150.5400000,2381100
GAZP,60,20180125,150000,150.5400000,150.9900000,150.3900000,150.8900000,2527080
GAZP,60,20180125,160000,150.9000000,150.9000000,149.8000000,150.3900000,4450710
GAZP,60,20180125,170000,150.3800000,150.4500000,149.2700000,149.6300000,3788210
GAZP,60,20180125,180000,149.6100000,149.9100000,149.2700000,149.8000000,4711970
GAZP,60,20180126,100000,149.4000000,149.5500000,148.0500000,148.7000000,4067660
GAZP,60,20180126,110000,148.6800000,149.0000000,148.4500000,148.6800000,2870170
GAZP,60,20180126,120000,148.6500000,148.7500000,147.7600000,147.8300000,4330250
GAZP,60,20180126,130000,147.8100000,147.9500000,147.5100000,147.8200000,1662060
GAZP,60,20180126,140000,147.8800000,148.0200000,146.1500000,146.5000000,5315830
GAZP,60,20180126,150000,146.5000000,147.5000000,146.3000000,147.0000000,4291880
GAZP,60,20180126,160000,147.0400000,147.2400000,146.2000000,146.2700000,2902150
GAZP,60,20180126,170000,146.2700000,146.8500000,146.0100000,146.2900000,4070350
GAZP,60,20180126,180000,146.2900000,147.1900000,146.0600000,147.1900000,5756090
GAZP,60,20180129,100000,146.7700000,147.2400000,145.7000000,146.1700000,5702680
GAZP,60,20180129,110000,146.2100000,146.8800000,146.0100000,146.7300000,4046880
GAZP,60,20180129,120000,146.7800000,147.2400000,146.0500000,146.4700000,2995000
GAZP,60,20180129,130000,146.4200000,147.2900000,146.4200000,146.9000000,2331870
GAZP,60,20180129,140000,146.9100000,147.0300000,145.8100000,145.8900000,3343740
GAZP,60,20180129,150000,145.8900000,146.0100000,145.3000000,145.4200000,3831730
GAZP,60,20180129,160000,145.3900000,145.5000000,145.0900000,145.3100000,3726120
GAZP,60,20180129,170000,145.3200000,145.3400000,144.7000000,144.8000000,5003730
GAZP,60,20180129,180000,144.8500000,145.1100000,144.1500000,144.7500000,5091620
GAZP,60,20180130,100000,144.0000000,144.1500000,142.5000000,142.8200000,8074190
GAZP,60,20180130,110000,142.8300000,144.5500000,142.3700000,143.8000000,11908000
GAZP,60,20180130,120000,143.8200000,146.4300000,143.7600000,145.4700000,8604930
GAZP,60,20180130,130000,145.3900000,145.7700000,145.0000000,145.4400000,2069820
GAZP,60,20180130,140000,145.4900000,146.3600000,145.1200000,145.3000000,2263770
GAZP,60,20180130,150000,145.2500000,145.4000000,143.8700000,144.9000000,3332480
GAZP,60,20180130,160000,144.9400000,145.7400000,144.1000000,144.1700000,4016790
GAZP,60,20180130,170000,144.1700000,144.5500000,143.4600000,143.8200000,5803130
GAZP,60,20180130,180000,143.8200000,143.9900000,143.0000000,143.5000000,5167600
GAZP,60,20180131,100000,142.9800000,143.7700000,142.0900000,142.7600000,6614420
GAZP,60,20180131,110000,142.7200000,142.9500000,141.8000000,142.1700000,10841320
GAZP,60,20180131,120000,142.1100000,143.4200000,142.0500000,143.3600000,2956120
GAZP,60,20180131,130000,143.3800000,143.6900000,142.2300000,142.3500000,2728350
GAZP,60,20180131,140000,142.3700000,142.9200000,142.1900000,142.4900000,1129110
GAZP,60,20180131,150000,142.5200000,143.2000000,142.4900000,142.9500000,1294320
GAZP,60,20180131,160000,142.9400000,144.5000000,142.6800000,144.4600000,4617920
GAZP,60,20180131,170000,144.4600000,144.5000000,143.4100000,143.6900000,5286990
GAZP,60,20180131,180000,143.7000000,143.8100000,142.4900000,143.3600000,8766220
GAZP,60,20180201,100000,143.4300000,144.0500000,143.1300000,143.4900000,3034210
GAZP,60,20180201,110000,143.5000000,145.5000000,143.3000000,145.3700000,6846350
GAZP,60,20180201,120000,145.3900000,146.1700000,145.0200000,145.1000000,5052190
GAZP,60,20180201,130000,145.1100000,145.9700000,144.9000000,145.2800000,2733940
GAZP,60,20180201,140000,145.3200000,145.9100000,144.9500000,145.1500000,3056790
GAZP,60,20180201,150000,145.1100000,145.1300000,144.0300000,144.3500000,3777100
GAZP,60,20180201,160000,144.3900000,144.6700000,143.2000000,143.9800000,3661630
GAZP,60,20180201,170000,143.9800000,145.3000000,143.9400000,144.9900000,5164440
GAZP,60,20180201,180000,145.0000000,145.3900000,144.6800000,145.3900000,4086390
GAZP,60,20180202,100000,145.6800000,146.6300000,144.6700000,145.9900000,6229380
GAZP,60,20180202,110000,146.0000000,146.7800000,145.3700000,146.3800000,5734480
GAZP,60,20180202,120000,146.4100000,146.5400000,144.5200000,144.8400000,5611280
GAZP,60,20180202,130000,144.8600000,145.0900000,144.5500000,144.6400000,2489230
GAZP,60,20180202,140000,144.6500000,144.9700000,143.5600000,144.3900000,2749630
GAZP,60,20180202,150000,144.3900000,144.7200000,143.9700000,144.0100000,1259970
GAZP,60,20180202,160000,144.0300000,144.8000000,144.0000000,144.5500000,1881870
GAZP,60,20180202,170000,144.5500000,145.2000000,144.1000000,144.1300000,3640390
GAZP,60,20180202,180000,144.1100000,144.1700000,142.8800000,144.0000000,9454160
GAZP,60,20180205,100000,142.8700000,143.8200000,142.3000000,143.7700000,3562800
GAZP,60,20180205,110000,143.7100000,143.7400000,143.0200000,143.4200000,2867770
GAZP,60,20180205,120000,143.4500000,145.2000000,143.4000000,145.0500000,4312070
GAZP,60,20180205,130000,145.0500000,145.2000000,144.1300000,144.3700000,2328780
GAZP,60,20180205,140000,144.3700000,144.6200000,144.0000000,144.4000000,1685610
GAZP,60,20180205,150000,144.4000000,144.4400000,143.4700000,144.0500000,4378580
GAZP,60,20180205,160000,144.0400000,145.0000000,143.6000000,144.8800000,3286280
GAZP,60,20180205,170000,144.8800000,144.9000000,144.0900000,144.2900000,4598520
GAZP,60,20180205,180000,144.2900000,144.8700000,144.2300000,144.5300000,6028340
GAZP,60,20180206,100000,141.7300000,142.3000000,140.4000000,141.9300000,8874940
GAZP,60,20180206,110000,141.9100000,142.4000000,141.2000000,142.0100000,10862110
GAZP,60,20180206,120000,142.0100000,142.8200000,141.8300000,142.4500000,2414070
GAZP,60,20180206,130000,142.4400000,142.4700000,141.9000000,142.0200000,2232100
GAZP,60,20180206,140000,142.1000000,142.1400000,141.3700000,141.5600000,3880540
GAZP,60,20180206,150000,141.5200000,142.4500000,141.3700000,142.3300000,5262910
GAZP,60,20180206,160000,142.3800000,142.4000000,141.8000000,141.9600000,3402630
GAZP,60,20180206,170000,141.9500000,142.6000000,141.2200000,142.0500000,7666770
GAZP,60,20180206,180000,142.0500000,142.6000000,141.5900000,141.5900000,7234880
GAZP,60,20180207,100000,142.4500000,143.3900000,142.4300000,142.8900000,3693740
GAZP,60,20180207,110000,142.9300000,142.9600000,141.8900000,142.2000000,6938950
GAZP,60,20180207,120000,142.1400000,142.8300000,141.7000000,142.1800000,3337540
GAZP,60,20180207,130000,142.1700000,142.8800000,142.1300000,142.6800000,2052550
GAZP,60,20180207,140000,142.6500000,142.8400000,142.2700000,142.4500000,4082250
GAZP,60,20180207,150000,142.4500000,142.5900000,141.8600000,142.0200000,1883300
GAZP,60,20180207,160000,142.0200000,142.3500000,141.8100000,142.0100000,1918300
GAZP,60,20180207,170000,142.0100000,142.2200000,141.6100000,141.9200000,4331970
GAZP,60,20180207,180000,141.9500000,141.9500000,141.0000000,141.0000000,4614720
GAZP,60,20180208,100000,140.4700000,140.5000000,138.8000000,139.5500000,8737670
GAZP,60,20180208,110000,139.5400000,140.5000000,139.2000000,139.6100000,4538360
GAZP,60,20180208,120000,139.6100000,140.8500000,139.4000000,140.5100000,3917300
GAZP,60,20180208,130000,140.5200000,140.6600000,139.8900000,140.2200000,2208460
GAZP,60,20180208,140000,140.2200000,140.2300000,139.1000000,139.3200000,1861250
GAZP,60,20180208,150000,139.2600000,139.4500000,138.8400000,139.0800000,3019410
GAZP,60,20180208,160000,139.0800000,139.4200000,138.2800000,139.1700000,4116990
GAZP,60,20180208,170000,139.1200000,139.1300000,137.8300000,137.9800000,7220570
GAZP,60,20180208,180000,137.9000000,138.3900000,137.1400000,137.2000000,7042570
GAZP,60,20180209,100000,135.9900000,136.5000000,135.4100000,136.2600000,9571470
GAZP,60,20180209,110000,136.3000000,136.4000000,134.6000000,135.4100000,7926130
GAZP,60,20180209,120000,135.4100000,135.5400000,134.5500000,134.7700000,3876310
GAZP,60,20180209,130000,134.7800000,134.9500000,134.1000000,134.4300000,3125130
GAZP,60,20180209,140000,134.4300000,134.5700000,132.8000000,133.0100000,6564680
GAZP,60,20180209,150000,133.0900000,133.6800000,133.0000000,133.2300000,4028630
GAZP,60,20180209,160000,133.1700000,134.7900000,133.0600000,134.6400000,3938950
GAZP,60,20180209,170000,134.7100000,136.4500000,134.7100000,136.4000000,9580030
GAZP,60,20180209,180000,136.4000000,136.7000000,135.5000000,135.5600000,4487210
GAZP,60,20180212,100000,136.8700000,137.4700000,136.3100000,136.6800000,5431150
GAZP,60,20180212,110000,136.6800000,137.1000000,136.0300000,136.5900000,5892990
GAZP,60,20180212,120000,136.5900000,137.6000000,136.1300000,137.1100000,3316550
GAZP,60,20180212,130000,137.0900000,137.2200000,136.5100000,136.8200000,1211450
GAZP,60,20180212,140000,136.8200000,137.1500000,136.3700000,137.1000000,1918850
GAZP,60,20180212,150000,137.1000000,137.8400000,136.8400000,137.6800000,2148660
GAZP,60,20180212,160000,137.6800000,138.1000000,137.4700000,137.7000000,1609460
GAZP,60,20180212,170000,137.7000000,137.9300000,137.1800000,137.7100000,2525130
GAZP,60,20180212,180000,137.6800000,138.1000000,137.3000000,137.3000000,5306210
GAZP,60,20180213,100000,138.0000000,138.8300000,137.4500000,137.5500000,3791120
GAZP,60,20180213,110000,137.4800000,139.7300000,137.4700000,139.1900000,11342120
GAZP,60,20180213,120000,139.1900000,139.5600000,138.6100000,139.1800000,2942040
GAZP,60,20180213,130000,139.1900000,139.3900000,138.7900000,139.3200000,1084010
GAZP,60,20180213,140000,139.2900000,139.4000000,138.7500000,138.8600000,1925380
GAZP,60,20180213,150000,138.9100000,139.9400000,138.7600000,139.3200000,3200560
GAZP,60,20180213,160000,139.3300000,139.7100000,139.0800000,139.2700000,1845280
GAZP,60,20180213,170000,139.3100000,139.8400000,139.0400000,139.8400000,4024190
